"","Date","Time","Latitude","Longitude","Species","Multispecies","Total.zebras","DazzleID"
"2.8","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"2.9","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"2.10","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"2.11","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"2.12","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"2.13","6/3/21",1025,0.47077494,36.85956264,"GZ",0,14,2
"310","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.1","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.2","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.3","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.4","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.5","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.6","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.7","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.8","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.9","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.10","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.11","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.12","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.13","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.14","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.15","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.16","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.17","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.18","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.19","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.20","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.21","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.22","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.23","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.24","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"3.25","6/3/21",1046,0.472146249,36.85981476,"GZPZ",2,26,3
"410","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.1","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.2","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.3","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.4","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.5","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.6","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.7","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.8","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.9","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.10","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.11","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.12","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.13","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.14","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.15","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"4.16","6/3/21",1055,0.476648303,36.85996747,"GZPZ",2,17,4
"510","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.1","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.2","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.3","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.4","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.5","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.6","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.7","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.8","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.9","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.10","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"5.11","6/3/21",1103,0.478243289,36.8614674,"PZ",0,12,5
"63","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.1","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.2","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.3","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.4","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.5","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.6","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.7","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.8","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.9","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.10","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.11","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.12","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.13","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.14","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.15","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.16","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.17","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.18","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.19","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.20","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.21","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.22","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.23","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.24","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.25","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.26","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.27","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.28","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.29","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.30","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.31","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"6.32","6/3/21",1116,0.470072435,36.86202857,"PZ",0,33,6
"71","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.1","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.2","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.3","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.4","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.5","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.6","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.7","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.8","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.9","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.10","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.11","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.12","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.13","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.14","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.15","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"7.16","6/3/21",1126,0.478855584,36.86247627,"GZ",0,17,7
"81","6/3/21",1137,0.04600112,36.85658199,"GZ",0,5,8
"8.1","6/3/21",1137,0.04600112,36.85658199,"GZ",0,5,8
"8.2","6/3/21",1137,0.04600112,36.85658199,"GZ",0,5,8
"8.3","6/3/21",1137,0.04600112,36.85658199,"GZ",0,5,8
"8.4","6/3/21",1137,0.04600112,36.85658199,"GZ",0,5,8
"91","6/3/21",1148,0.50163067,36.85006329,"GZ",0,1,9
"101","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.1","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.2","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.3","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.4","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.5","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.6","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.7","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.8","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.9","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.10","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.11","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.12","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.13","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.14","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.15","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.16","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.17","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.18","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"10.19","6/3/21",1158,0.497019943,36.83998142,"GZ",0,20,10
"111","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.1","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.2","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.3","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.4","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.5","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.6","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.7","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.8","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.9","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.10","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.11","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.12","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.13","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.14","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.15","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.16","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.17","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.18","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"11.19","6/3/21",1302,0.47880626,36.84758671,"PZ",0,20,11
"121","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.1","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.2","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.3","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.4","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.5","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.6","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.7","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.8","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.9","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.10","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.11","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.12","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.13","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.14","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.15","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.16","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.17","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.18","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.19","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.20","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.21","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.22","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.23","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.24","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.25","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.26","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.27","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.28","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.29","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.30","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.31","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.32","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.33","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.34","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.35","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.36","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.37","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.38","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.39","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.40","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.41","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.42","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"12.43","6/3/21",1314,0.481024214,36.8440771,"GZPZ",2,44,12
"131","6/3/21",1322,0.483220847,36.8394061,"GZ",0,4,13
"13.1","6/3/21",1322,0.483220847,36.8394061,"GZ",0,4,13
"13.2","6/3/21",1322,0.483220847,36.8394061,"GZ",0,4,13
"13.3","6/3/21",1322,0.483220847,36.8394061,"GZ",0,4,13
"141","6/3/21",1328,0.48578593,36.83735492,"GZ",0,2,14
"14.1","6/3/21",1328,0.48578593,36.83735492,"GZ",0,2,14
"151","6/3/21",1345,0.501811998,36.85066333,"GZ",0,5,15
"15.1","6/3/21",1345,0.501811998,36.85066333,"GZ",0,5,15
"15.2","6/3/21",1345,0.501811998,36.85066333,"GZ",0,5,15
"15.3","6/3/21",1345,0.501811998,36.85066333,"GZ",0,5,15
"15.4","6/3/21",1345,0.501811998,36.85066333,"GZ",0,5,15
"161","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"16.1","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"16.2","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"16.3","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"16.4","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"16.5","6/3/21",1404,0.474282615,36.84896837,"GZ",0,6,16
"171","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"17.1","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"17.2","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"17.3","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"17.4","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"17.5","6/4/21",1025,0.452792203,36.83933094,"PZ",0,6,17
"181","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.1","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.2","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.3","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.4","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.5","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.6","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.7","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.8","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"18.9","6/4/21",1045,0.477839068,36.82977621,"GZ",0,10,18
"191","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.1","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.2","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.3","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.4","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.5","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.6","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.7","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.8","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.9","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.10","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.11","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.12","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.13","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.14","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"19.15","6/4/21",1102,0.482575779,36.83464424,"GZPZ",2,16,19
"201","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"20.1","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"20.2","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"20.3","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"20.4","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"20.5","6/4/21",1119,0.482913156,36.84354778,"GZ",0,6,20
"211","6/4/21",1128,0.470724828,36.84041488,"PZ",0,1,21
"221","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.1","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.2","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.3","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.4","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.5","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.6","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.7","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.8","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"22.9","6/4/21",1138,0.47000135,36.83922024,"GZPZ",2,10,22
"231","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.1","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.2","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.3","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.4","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.5","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.6","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"23.7","6/4/21",1148,0.469732218,36.83658387,"PZ",0,8,23
"241","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.1","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.2","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.3","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.4","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.5","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.6","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.7","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.8","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.9","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.10","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"24.11","6/4/21",1203,0.450930767,36.84259335,"PZ",0,12,24
"251","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"25.1","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"25.2","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"25.3","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"25.4","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
